交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
71,多头出场,2020-12-08 16:00,平多,0.1459,857966,92917.7178,32150.48,34.58,64043.6,68.89,-5709.03,-6.14,115114.67,1151.15
71,多头进场,2020-11-17 12:00,开多,0.1083,857966,92917.7178,32150.48,34.58,64043.6,68.89,-5709.03,-6.14,115114.67,1151.15
72,空头出场,2020-12-10 04:00,平空-EMA,0.148,937422,125052.0948,-13818.26,-11.04,3874.65,3.10,-15811.22,-12.64,101296.42,1012.96
72,空头进场,2020-12-09 12:00,开空,0.1334,937422,125052.0948,-13818.26,-11.04,3874.65,3.10,-15811.22,-12.64,101296.42,1012.96
73,空头出场,2020-12-12 12:00,平空-EMA,0.1466,807262,111240.7036,-7218.7,-6.49,2446.89,2.20,-7563.16,-6.80,94077.72,940.78
73,空头进场,2020-12-11 12:00,开空,0.1378,807262,111240.7036,-7218.7,-6.49,2446.89,2.20,-7563.16,-6.80,94077.72,940.78
74,多头出场,2020-12-21 16:00,平多,0.151,677691,104025.5685,-1797.41,-1.73,15399.34,14.80,-3101.62,-2.98,92280.31,922.80
74,多头进场,2020-12-13 16:00,开多,0.1535,677691,104025.5685,-1797.41,-1.73,15399.34,14.80,-3101.62,-2.98,92280.31,922.80
75,空头出场,2020-12-25 04:00,平空-EMA,0.153,709925,102229.2,-6494.75,-6.35,12514.56,12.24,-7718.3,-7.55,85785.56,857.86
75,空头进场,2020-12-23 16:00,开空,0.144,709925,102229.2,-6494.75,-6.35,12514.56,12.24,-7718.3,-7.55,85785.56,857.86
76,多头出场,2020-12-26 12:00,平多,0.1509,574656,95737.6896,-9113.33,-9.51,181.99,0.19,-9644.62,-10.07,76672.24,766.72
76,多头进场,2020-12-25 16:00,开多,0.1666,574656,95737.6896,-9113.33,-9.51,181.99,0.19,-9644.62,-10.07,76672.24,766.72
77,多头出场,2021-01-27 16:00,平多,0.3199,515035,86628.887,78005.12,90.00,118002.71,136.15,-2721.5,-3.14,154677.36,1546.77
77,多头进场,2020-12-28 16:00,开多,0.1682,515035,86628.887,78005.12,90.00,118002.71,136.15,-2721.5,-3.14,154677.36,1546.77
78,多头出场,2021-03-12 12:00,平多,1.0866,478334,164594.7294,354820.8,215.46,547083.94,332.22,-6587.64,-4.00,509498.2,5094.98
78,多头进场,2021-01-29 04:00,开多,0.3441,478334,164594.7294,354820.8,215.46,547083.94,332.22,-6587.64,-4.00,509498.2,5094.98
